coffee,date,score
0.0013401700416579843,-0.006926052737981081,0.018203137442469597
0.011403919197618961,0.008323567919433117,0.010068640112876892
-0.0052170902490615845,0.005151994992047548,0.03273322060704231
0.004846659954637289,0.020401617512106895,0.024598723277449608
-0.014651180244982243,-0.002281700959429145,0.007125829346477985
-0.004587430041283369,0.012967919930815697,-0.0010086678666993976
-0.021208439022302628,0.009796345606446266,0.021655911579728127
-0.011144690215587616,0.025045957416296005,0.013521413318812847
0.007882989943027496,-0.018977489322423935,0.003705076640471816
0.017946740612387657,-0.0037278691306710243,-0.0044294302351772785
0.0013257198734208941,-0.0068994429893791676,0.01823514886200428
0.011389469727873802,0.00835017766803503,0.010100650601089
-0.008108359761536121,-0.01433313824236393,-0.007372232619673014
0.0019553799647837877,0.0009164824732579291,-0.015506729483604431
-0.014665629714727402,-0.0022550912108272314,0.007157839369028807
-0.0046018799766898155,0.01299451943486929,-0.000976657960563898
0.017926210537552834,-0.0037644891999661922,-0.004415150266140699
0.027989959344267845,0.011485131457448006,-0.012549647130072117
0.011368939653038979,0.00831355806440115,0.01011493057012558
0.02143269032239914,0.02356318011879921,0.0019804337061941624
0.001934860018081963,0.0008798624621704221,-0.015492449514567852
0.011998599395155907,0.01612948253750801,-0.023626957088708878
-0.004622410051524639,0.012957898899912834,-0.000962377933319658
0.005441340152174234,0.02820752002298832,-0.009096874855458736
-0.0021796298678964376,-0.03423091396689415,0.011836353689432144
0.007884110324084759,-0.018981289118528366,0.0037018468137830496
-0.008736900053918362,-0.022152872756123543,0.026366425678133965
0.00132685003336519,-0.0069032530300319195,0.01823192648589611
-0.01817099004983902,-0.02958657033741474,0.0007590451859869063
-0.008107240311801434,-0.014336948283016682,-0.007375452201813459
-0.02472824975848198,-0.017508521676063538,0.0152891268953681
-0.014664499089121819,-0.0022589010186493397,0.007154619786888361
